Site Group,Topography Codes,Label,Topography,Morphology,Description
PERIPHERAL NERVES,"C470-C476,C478-C479",PARAGANGLIOMA,868,8680/3,"Paraganglioma, malignant"
PERIPHERAL NERVES,"C470-C476,C478-C479","EXTRA-ADRENAL PARAGANG., MAL",869,8693/3,"Extra-adrenal paraganglioma, malignant"
PERIPHERAL NERVES,"C470-C476,C478-C479","SARCOMA, NOS",880,8800/3,"Sarcoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479","SARCOMA, NOS",880,8801/3,Spindle cell sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479","SARCOMA, NOS",880,8802/3,Giant cell sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479","SARCOMA, NOS",880,8803/3,Small cell sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479","SARCOMA, NOS",880,8804/3,Epithelioid sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479","SARCOMA, NOS",880,8805/3,Undifferentiated sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479","SARCOMA, NOS",880,8806/3,Desmoplastic small round cell tumor
PERIPHERAL NERVES,"C470-C476,C478-C479",FIBROMATOUS NEOPLASMS,881,8810/3,"Fibrosarcoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",FIBROMATOUS NEOPLASMS,881,8811/3,Fibromyxosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",FIBROMATOUS NEOPLASMS,881,8813/3,Fascial fibrosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",FIBROMATOUS NEOPLASMS,881,8814/3,Infantile fibrosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",FIBROMATOUS NEOPLASMS,881,8815/3,"Solitary fibrous tumor, malignant"
PERIPHERAL NERVES,"C470-C476,C478-C479","SARCOMA, NOS",882,8825/3,Myofibroblastic sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479","FIBROUS HISTIOCYTOMA, MAL.",883,8830/3,"Fibrous histiocytoma, malignant"
PERIPHERAL NERVES,"C470-C476,C478-C479","FIBROUS HISTIOCYTOMA, MAL.",883,8832/3,"Dermatofibrosarcoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479","FIBROUS HISTIOCYTOMA, MAL.",883,8833/3,Pigmented dermatofibrosarcoma protuberans
PERIPHERAL NERVES,"C470-C476,C478-C479",MYXOSARCOMA,884,8840/3,Myxosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",LIPOSARCOMA NEOPLASMS,885,8850/3,"Liposarcoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",LIPOSARCOMA NEOPLASMS,885,8851/3,"Liposarcoma, well differentiated"
PERIPHERAL NERVES,"C470-C476,C478-C479",LIPOSARCOMA NEOPLASMS,885,8852/3,Myxoid liposarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",LIPOSARCOMA NEOPLASMS,885,8853/3,Round cell liposarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",LIPOSARCOMA NEOPLASMS,885,8854/3,Pleomorphic liposarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",LIPOSARCOMA NEOPLASMS,885,8855/3,Mixed type liposarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",LIPOSARCOMA NEOPLASMS,885,8857/3,Fibroblastic liposarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",LIPOSARCOMA NEOPLASMS,885,8858/3,Dedifferentiated liposarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",MYOMATOUS NEOPLASMS,889,8890/3,"Leiomyosarcoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",MYOMATOUS NEOPLASMS,889,8891/3,Epithelioid leiomyosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",MYOMATOUS NEOPLASMS,889,8894/3,Angiomyosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",MYOMATOUS NEOPLASMS,889,8895/3,Myosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",MYOMATOUS NEOPLASMS,889,8896/3,Myxoid leiomyosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479","RHABDOMYOSARCOMA, NOS",890,8900/3,"Rhabdomyosarcoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479","RHABDOMYOSARCOMA, NOS",890,8901/3,"Pleomorphic rhabdomyosarcoma, adult type"
PERIPHERAL NERVES,"C470-C476,C478-C479","RHABDOMYOSARCOMA, NOS",890,8902/3,Mixed type rhabdomyosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",EMBRYONAL RHABDOMYOSARCOMA,891,8910/3,Embryonal rhabdomyosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",EMBRYONAL RHABDOMYOSARCOMA,891,8912/3,Spindle cell rhabdomyosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",ALVEOLAR RHABDOMYOSARCOMA,892,8920/3,Alveolar rhabdomyosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",ALVEOLAR RHABDOMYOSARCOMA,892,8921/3,Rhabdomyosarcoma with ganglionic differentiation
PERIPHERAL NERVES,"C470-C476,C478-C479",MULLERIAN MIXED TUMOR,895,8950/3,Mullerian mixed tumor
PERIPHERAL NERVES,"C470-C476,C478-C479",MULLERIAN MIXED TUMOR,895,8951/3,Mesodermal mixed tumor
PERIPHERAL NERVES,"C470-C476,C478-C479","MESENCHYMOMA, MALIGNANT",899,8990/3,"Mesenchymoma, malignant"
PERIPHERAL NERVES,"C470-C476,C478-C479","MESENCHYMOMA, MALIGNANT",899,8991/3,Embryonal sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479","SYNOVIAL SARCOMA, NOS",904,9040/3,"Synovial sarcoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479","SYNOVIAL SARCOMA, NOS",904,9041/3,"Synovial sarcoma, spindle cell"
PERIPHERAL NERVES,"C470-C476,C478-C479","SYNOVIAL SARCOMA, NOS",904,9042/3,"Synovial sarcoma, epithelioid cell"
PERIPHERAL NERVES,"C470-C476,C478-C479","SYNOVIAL SARCOMA, NOS",904,9043/3,"Synovial sarcoma, biphasic"
PERIPHERAL NERVES,"C470-C476,C478-C479","SYNOVIAL SARCOMA, NOS",904,9044/3,"Clear cell sarcoma,NOS (except of kidney M-8964/3)"
PERIPHERAL NERVES,"C470-C476,C478-C479",TERATOMA,908,9080/3,"Teratoma, malignant, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",TERATOMA,908,9081/3,Teratocarcinoma
PERIPHERAL NERVES,"C470-C476,C478-C479",TERATOMA,908,9082/3,"Malignant teratoma, undiff."
PERIPHERAL NERVES,"C470-C476,C478-C479",TERATOMA,908,9083/3,"Malignant teratoma, intermediate"
PERIPHERAL NERVES,"C470-C476,C478-C479",TERATOMA,908,9084/3,Teratoma with malig. transformation
PERIPHERAL NERVES,"C470-C476,C478-C479",TERATOMA,908,9085/3,Mixed germ cell tumor
PERIPHERAL NERVES,"C470-C476,C478-C479",BLOOD VESSEL TUMORS,912,9120/3,Hemangiosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",HEMANGIOENDOTHELIOMA,913,9130/3,"Hemangioendothelioma, malignant"
PERIPHERAL NERVES,"C470-C476,C478-C479",HEMANGIOENDOTHELIOMA,913,9133/3,"Epithelioid hemangioendothelioma, malignant"
PERIPHERAL NERVES,"C470-C476,C478-C479",KAPOSI SARCOMA,914,9140/3,Kaposi sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",HEMANGIOPERICYTOMA,915,9150/3,"Hemangiopericytoma, malignant"
PERIPHERAL NERVES,"C470-C476,C478-C479",LYMPHANGIOSARCOMA,917,9170/3,Lymphangiosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",OSSEOUS & CHONDROMATOUS NEOPLASMS,924,9240/3,Mesenchymal chondrosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",OSSEOUS & CHONDROMATOUS NEOPLASMS,924,9242/3,Clear cell chondrosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",OSSEOUS & CHONDROMATOUS NEOPLASMS,924,9243/3,Dedifferentiated chondrosarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479","GT. CELL TUMOR OF BONE, MAL.",925,9251/3,Malignant giant cell tumor of soft parts
PERIPHERAL NERVES,"C470-C476,C478-C479","GT. CELL TUMOR OF BONE, MAL.",925,9252/3,Malignant tenosynovial giant cell tumor
PERIPHERAL NERVES,"C470-C476,C478-C479",PERIPHERAL NEUROECTODERMAL TUMOR,936,9364/3,Peripheral neuroectodermal tumor
PERIPHERAL NERVES,"C470-C476,C478-C479",PERIPHERAL NEUROECTODERMAL TUMOR,936,9365/3,Askin tumor
PERIPHERAL NERVES,"C470-C476,C478-C479",CHORDOMA,937,9370/3,"Chordoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",CHORDOMA,937,9371/3,Chondroid chordoma
PERIPHERAL NERVES,"C470-C476,C478-C479",CHORDOMA,937,9372/3,Dedifferentiated chordoma
PERIPHERAL NERVES,"C470-C476,C478-C479",GANGLIONEUROBLASTOMA,949,9490/3,Ganglioneuroblastoma
PERIPHERAL NERVES,"C470-C476,C478-C479","NEUROBLASTOMA, NOS",950,9500/3,"Neuroblastoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479","NEUROBLASTOMA, NOS",950,9501/3,"Medulloepithelioma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479","NEUROBLASTOMA, NOS",950,9502/3,Teratoid medulloepithelioma
PERIPHERAL NERVES,"C470-C476,C478-C479","NEUROBLASTOMA, NOS",950,9503/3,"Neuroepithelioma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479","NEUROBLASTOMA, NOS",950,9504/3,Spongioneuroblastoma
PERIPHERAL NERVES,"C470-C476,C478-C479","NEUROBLASTOMA, NOS",950,9505/3,"Ganglioglioma, anaplastic"
PERIPHERAL NERVES,"C470-C476,C478-C479",NEUROFIBROSARCOMA,954,9540/3,Malignant peripheral nerve sheath tumor
PERIPHERAL NERVES,"C470-C476,C478-C479",NEUROFIBROSARCOMA,954,9542/3,Epithelioid malignant peripheral nerve sheath tumor
PERIPHERAL NERVES,"C470-C476,C478-C479",NEURILEMMOMA,956,9560/3,"Neurilemmoma, malignant"
PERIPHERAL NERVES,"C470-C476,C478-C479",NEURILEMMOMA,956,9561/3,MPNST with rhabdomyoblastic differentiation
PERIPHERAL NERVES,"C470-C476,C478-C479",PERINEURIOMA,957,9571/3,"Perineurioma, malignant"
PERIPHERAL NERVES,"C470-C476,C478-C479",GRANULAR CELL TUMOR,958,9580/3,"Granular cell tumor, malignant"
PERIPHERAL NERVES,"C470-C476,C478-C479",GRANULAR CELL TUMOR,958,9581/3,Alveolar soft part sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479","MALIGNANT LYMPHOMA, NOS",959,9590/3,"Malignant lymphoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479","MALIGNANT LYMPHOMA, NOS",959,9591/3,"Malignant lymphoma, non-Hodgkin"
PERIPHERAL NERVES,"C470-C476,C478-C479","MALIGNANT LYMPHOMA, NOS",959,9596/3,Composite Hodgkin and non-Hodgkin lymphoma
PERIPHERAL NERVES,"C470-C476,C478-C479",HODGKIN LYMPHOMA,965,9650/3,"Hodgkin lymphoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",HODGKIN LYMPHOMA,965,9651/3,"Hodgkin lymphoma, lymphocyte-rich"
PERIPHERAL NERVES,"C470-C476,C478-C479",HODGKIN LYMPHOMA,965,9652/3,"Hodgkin lymphoma, mixed cellularity, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",HODGKIN LYMPHOMA,965,9653/3,"Hodgkin lymphoma, lymphocytic deplet., NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",HODGKIN LYMPHOMA,965,9654/3,"Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis"
PERIPHERAL NERVES,"C470-C476,C478-C479",HODGKIN LYMPHOMA,965,9655/3,"Hodgkin lymphoma, lymphocyt. deplet., reticular"
PERIPHERAL NERVES,"C470-C476,C478-C479",HODGKIN LYMPHOMA,965,9659/3,"Hodgkin lymph., nodular lymphocyte predom."
PERIPHERAL NERVES,"C470-C476,C478-C479","HODGKIN LYMPHOMA, NOD. SCLER.",966,9661/3,Hodgkin granuloma [obs]
PERIPHERAL NERVES,"C470-C476,C478-C479","HODGKIN LYMPHOMA, NOD. SCLER.",966,9662/3,Hodgkin sarcoma [obs]
PERIPHERAL NERVES,"C470-C476,C478-C479","HODGKIN LYMPHOMA, NOD. SCLER.",966,9663/3,"Hodgkin lymphoma, nodular sclerosis, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479","HODGKIN LYMPHOMA, NOD. SCLER.",966,9664/3,"Hodgkin lymphoma, nod. scler., cellular phase"
PERIPHERAL NERVES,"C470-C476,C478-C479","HODGKIN LYMPHOMA, NOD. SCLER.",966,9665/3,"Hodgkin lymphoma, nod. scler., grade 1"
PERIPHERAL NERVES,"C470-C476,C478-C479","ML, SMALL B-CELL LYMPHOCYTIC",967,9670/3,"ML, small B lymphocytic, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479","ML, SMALL B-CELL LYMPHOCYTIC",967,9671/3,"ML, lymphoplasmacytic"
PERIPHERAL NERVES,"C470-C476,C478-C479","ML, SMALL B-CELL LYMPHOCYTIC",967,9673/3,Mantle cell lymphoma
PERIPHERAL NERVES,"C470-C476,C478-C479","ML, SMALL B-CELL LYMPHOCYTIC",967,9675/3,"ML, mixed sm. and lg. cell, diffuse"
PERIPHERAL NERVES,"C470-C476,C478-C479","ML, LARGE B-CELL, DIFFUSE",968,9680/3,"ML, large B-cell, diffuse"
PERIPHERAL NERVES,"C470-C476,C478-C479","ML, LARGE B-CELL, DIFFUSE",968,9684/3,"ML, large B-cell, diffuse, immunoblastic, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479","ML, LARGE B-CELL, DIFFUSE",968,9687/3,"Burkitt lymphoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479","ML, LARGE B-CELL, DIFFUSE",968,9688/3,T-cell histiocyte rich large B-cell lymphoma
PERIPHERAL NERVES,"C470-C476,C478-C479","FOLLIC. & MARGINAL LYMPH, NOS",969,9690/3,"Follicular lymphoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479","FOLLIC. & MARGINAL LYMPH, NOS",969,9691/3,"Follicular lymphoma, grade 2"
PERIPHERAL NERVES,"C470-C476,C478-C479","FOLLIC. & MARGINAL LYMPH, NOS",969,9695/3,"Follicular lymphoma, grade 1"
PERIPHERAL NERVES,"C470-C476,C478-C479","FOLLIC. & MARGINAL LYMPH, NOS",969,9698/3,"Follicular lymphoma, grade 3"
PERIPHERAL NERVES,"C470-C476,C478-C479","FOLLIC. & MARGINAL LYMPH, NOS",969,9699/3,"Marginal zone B-cell lymphoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",T-CELL LYMPHOMAS,970,9701/3,Sezary syndrome
PERIPHERAL NERVES,"C470-C476,C478-C479",T-CELL LYMPHOMAS,970,9702/3,"Mature T-cell lymphoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",T-CELL LYMPHOMAS,970,9705/3,Angioimmunoblastic T-cell lymphoma
PERIPHERAL NERVES,"C470-C476,C478-C479",T-CELL LYMPHOMAS,970,9708/3,Subcutaneous panniculitis-like T-cell lymphoma
PERIPHERAL NERVES,"C470-C476,C478-C479",OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9712/3,Intravascular large B-cell lymphoma
PERIPHERAL NERVES,"C470-C476,C478-C479",OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9714/3,"Anaplastic large cell lymphoma, T-cell and Null cell type"
PERIPHERAL NERVES,"C470-C476,C478-C479",OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9715/3,"Anaplastic large cell lymphoma, ALK negative"
PERIPHERAL NERVES,"C470-C476,C478-C479",OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9719/3,"NK/T-cell lymphoma, nasal and nasal-type"
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9724/3,SystemicEBV pos. T-cell lymphoproliferative disease of childhood
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9726/3,Primary Cutaneous gamma-delta T-cell lymphoma
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9727/3,"Precursor cell lymphoblastic lymphoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9728/3,Precursor B-cell lymphoblastic lymphoma
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9729/3,Precursor T-cell lymphoblastic lymphoma
PERIPHERAL NERVES,"C470-C476,C478-C479",PLASMA CELL TUMORS,973,9731/3,"Plasmacytoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",PLASMA CELL TUMORS,973,9734/3,"Plasmacytoma, extramedullary"
PERIPHERAL NERVES,"C470-C476,C478-C479",PLASMA CELL TUMORS,973,9735/3,Plasmablastic lymphoma
PERIPHERAL NERVES,"C470-C476,C478-C479",PLASMA CELL TUMORS,973,9737/3,ALK positive large B-cell lymphoma
PERIPHERAL NERVES,"C470-C476,C478-C479",PLASMA CELL TUMORS,973,9738/3,Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ
PERIPHERAL NERVES,"C470-C476,C478-C479",MAST CELL TUMORS,974,9740/3,Mast cell sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",MAST CELL TUMORS,974,9741/3,Malignant mastocytosis
PERIPHERAL NERVES,"C470-C476,C478-C479",MAST CELL TUMORS,974,9749/3,Erdhiem-Chester Disease
PERIPHERAL NERVES,"C470-C476,C478-C479",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9750/3,Malignant histiocytosis
PERIPHERAL NERVES,"C470-C476,C478-C479",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9751/3,"Langerhans cell histiocytosis, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9754/3,"Langerhans cell histiocytosis, disseminated"
PERIPHERAL NERVES,"C470-C476,C478-C479",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9755/3,Histiocytic sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9756/3,Langerhans cell sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9757/3,Interdigitating dendritic cell sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9758/3,Follicular dendritic cell sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9759/3,Fibroblastic reticular cell tumor
PERIPHERAL NERVES,"C470-C476,C478-C479",IMMUNOPROLIFERATIVE DISEASES,976,9766/3,"Lymphomatoid granulomatosis, grade 3"
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURSOR LYMPHOID NEOPLASMS,981,9811/3,"B lymphoblastic leukemia/lymphoma, NOS"
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURSOR LYMPHOID NEOPLASMS,981,9812/3,Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURSOR LYMPHOID NEOPLASMS,981,9813/3,Leukemia/lymphoma with t(v;11q23);MLL rearranged
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURSOR LYMPHOID NEOPLASMS,981,9814/3,Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURSOR LYMPHOID NEOPLASMS,981,9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURSOR LYMPHOID NEOPLASMS,981,9816/3,Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURSOR LYMPHOID NEOPLASMS,981,9817/3,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURSOR LYMPHOID NEOPLASMS,981,9818/3,Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)
PERIPHERAL NERVES,"C470-C476,C478-C479",PRECURSOR LYMPHOID NEOPLASMS,981,9819/3,"B-lymphocytic leukemia/lymphoma, BCR-ABL1-like"
PERIPHERAL NERVES,"C470-C476,C478-C479","LYMPHOID LEUKEMIA, NOS",982,9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma
PERIPHERAL NERVES,"C470-C476,C478-C479",PROLYMPH/PRECURS LEUKEMIA,983,9831/3,T-cell large granular lymphocytic leukemia
PERIPHERAL NERVES,"C470-C476,C478-C479",PROLYMPH/PRECURS LEUKEMIA,983,9837/3,T lymphoblastic leukemia/lymphoma
PERIPHERAL NERVES,"C470-C476,C478-C479",MYELOID SARCOMA,993,9930/3,Myeloid sarcoma
PERIPHERAL NERVES,"C470-C476,C478-C479",CHRONIC MYELOPROLIFERATIVE DIS.,996,9965/3,Myeloid and lymphoid neoplasms with PDGFRB rearrangement
PERIPHERAL NERVES,"C470-C476,C478-C479",CHRONIC MYELOPROLIFERATIVE DIS.,996,9967/3,Myeloid and lymphoid neoplasm with FGFR1 abnormalities
PERIPHERAL NERVES,"C470-C476,C478-C479",MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,997,9971/3,Polymorphic PTLD
PERIPHERAL NERVES,"C470-C476,C478-C479",MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,997,9975/3,"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",NEOPLASM,800,8000/3,"Neoplasm, malignant"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",NEOPLASM,800,8001/3,"Tumor cells, malignant"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",NEOPLASM,800,8002/3,"Malignant tumor, small cell type"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",NEOPLASM,800,8003/3,"Malignant tumor, giant cell type"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",NEOPLASM,800,8004/3,"Malignant tumor, spindle cell type"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",NEOPLASM,800,8005/3,"Malignant tumor, clear cell type"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",PAPILLARY SEROUS CYSTADENOCA,846,8460/3,Low-grade serous carcinoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",PAPILLARY SEROUS CYSTADENOCA,846,8461/3,High-grade serous carcinoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",PARAGANGLIOMA,868,8680/3,"Paraganglioma, malignant"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488","EXTRA-ADRENAL PARAGANG., MAL",869,8693/3,"Extra-adrenal paraganglioma, malignant"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",GLOMANGIOSARCOMA,871,8714/3,"PEComa, malignant"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488","SARCOMA, NOS",880,8800/3,"Sarcoma, NOS"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488","SARCOMA, NOS",880,8801/3,Spindle cell sarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488","SARCOMA, NOS",880,8802/3,Giant cell sarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488","SARCOMA, NOS",880,8803/3,Small cell sarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488","SARCOMA, NOS",880,8804/3,Epithelioid sarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488","SARCOMA, NOS",880,8805/3,Undifferentiated sarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488","SARCOMA, NOS",880,8806/3,Desmoplastic small round cell tumor
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",FIBROMATOUS NEOPLASMS,881,8810/3,"Fibrosarcoma, NOS"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",FIBROMATOUS NEOPLASMS,881,8811/3,Fibromyxosarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",FIBROMATOUS NEOPLASMS,881,8813/3,Fascial fibrosarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",FIBROMATOUS NEOPLASMS,881,8814/3,Infantile fibrosarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",FIBROMATOUS NEOPLASMS,881,8815/3,"Solitary fibrous tumor, malignant"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488","SARCOMA, NOS",882,8825/3,Myofibroblastic sarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488","FIBROUS HISTIOCYTOMA, MAL.",883,8830/3,"Fibrous histiocytoma, malignant"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",MYXOSARCOMA,884,8840/3,Myxosarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",LIPOSARCOMA NEOPLASMS,885,8850/3,"Liposarcoma, NOS"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",LIPOSARCOMA NEOPLASMS,885,8851/3,"Liposarcoma, well differentiated"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",LIPOSARCOMA NEOPLASMS,885,8852/3,Myxoid liposarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",LIPOSARCOMA NEOPLASMS,885,8853/3,Round cell liposarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",LIPOSARCOMA NEOPLASMS,885,8854/3,Pleomorphic liposarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",LIPOSARCOMA NEOPLASMS,885,8855/3,Mixed type liposarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",LIPOSARCOMA NEOPLASMS,885,8857/3,Fibroblastic liposarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",LIPOSARCOMA NEOPLASMS,885,8858/3,Dedifferentiated liposarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",MYOMATOUS NEOPLASMS,889,8890/3,"Leiomyosarcoma, NOS"
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",MYOMATOUS NEOPLASMS,889,8891/3,Epithelioid leiomyosarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",MYOMATOUS NEOPLASMS,889,8894/3,Angiomyosarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",MYOMATOUS NEOPLASMS,889,8895/3,Myosarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488",MYOMATOUS NEOPLASMS,889,8896/3,Myxoid leiomyosarcoma
RETROPERITONEUM & PERITONEUM,"C480-C482,C488","RHABDOMYOSARCOMA, NOS",890,8900/3,"Rhabdomyosarcoma, NOS"
