Category Key,Category Name,Group Key,Group Name,Description
diagnosis,Diagnosis ICD-10,K13.2,K13.2,"Leukoplakia and other disturbances of oral epithelium, including tongue"
diagnosis,Diagnosis ICD-10,K13.3,K13.3,Hairy leukoplakia
diagnosis,Diagnosis ICD-10,K13.4,K13.4,Granuloma and granuloma-like lesions of oral mucosa
diagnosis,Diagnosis ICD-10,K13.5,K13.5,Oral submucous fibrosis
diagnosis,Diagnosis ICD-10,K13.6,K13.6,Irritative hyperplasia of oral mucosa
diagnosis,Diagnosis ICD-10,K13.7,K13.7,Other and unspecified lesions of oral mucosa
diagnosis,Diagnosis ICD-10,K13,K13,Other diseases of lip and oral mucosa
diagnosis,Diagnosis ICD-10,K14.%,K14.%,Diseases of tongue
diagnosis,Diagnosis ICD-10,K14.0,K14.0,Glossitis
diagnosis,Diagnosis ICD-10,K14.1,K14.1,Geographic tongue
diagnosis,Diagnosis ICD-10,K14.2,K14.2,Median rhomboid glossitis
diagnosis,Diagnosis ICD-10,K14.3,K14.3,Hypertrophy of tongue papillae
diagnosis,Diagnosis ICD-10,K14.4,K14.4,Atrophy of tongue papillae
diagnosis,Diagnosis ICD-10,K14.5,K14.5,Plicated tongue
diagnosis,Diagnosis ICD-10,K14.6,K14.6,Glossodynia
diagnosis,Diagnosis ICD-10,K14.8,K14.8,Other diseases of tongue
diagnosis,Diagnosis ICD-10,K14.9,K14.9,"Disease of tongue, unspecified"
diagnosis,Diagnosis ICD-10,K14,K14,Diseases of tongue
diagnosis,Diagnosis ICD-10,K20,K20,Oesophagitis
diagnosis,Diagnosis ICD-10,K21.%,K21.%,Gastro-oesophageal reflux disease
diagnosis,Diagnosis ICD-10,K21.0,K21.0,Gastro-oesophageal reflux disease with oesophagitis
diagnosis,Diagnosis ICD-10,K21.9,K21.9,Gastro-oesophageal reflux disease without oesophagitis
diagnosis,Diagnosis ICD-10,K21,K21,Gastro-oesophageal reflux disease
diagnosis,Diagnosis ICD-10,K22.%,K22.%,Other diseases of oesophagus
diagnosis,Diagnosis ICD-10,K22.0,K22.0,Achalasia of cardia
diagnosis,Diagnosis ICD-10,K22.1,K22.1,Ulcer of oesophagus
diagnosis,Diagnosis ICD-10,K22.2,K22.2,Oesophageal obstruction
diagnosis,Diagnosis ICD-10,K22.3,K22.3,Perforation of oesophagus
diagnosis,Diagnosis ICD-10,K22.4,K22.4,Dyskinesia of oesophagus
diagnosis,Diagnosis ICD-10,K22.5,K22.5,"Diverticulum of oesophagus, acquired"
diagnosis,Diagnosis ICD-10,K22.6,K22.6,Gastro-oesophageal laceration-haemorrhage syndrome
diagnosis,Diagnosis ICD-10,K22.7,K22.7,Barrett oesophagus
diagnosis,Diagnosis ICD-10,K22.8,K22.8,Other specified diseases of oesophagus
diagnosis,Diagnosis ICD-10,K22.9,K22.9,"Disease of oesophagus, unspecified"
diagnosis,Diagnosis ICD-10,K22,K22,Other diseases of oesophagus
diagnosis,Diagnosis ICD-10,K25,K25,Gastric ulcer
diagnosis,Diagnosis ICD-10,K26,K26,Duodenal ulcer
diagnosis,Diagnosis ICD-10,K27,K27,"Peptic ulcer, site unspecified"
diagnosis,Diagnosis ICD-10,K28,K28,Gastrojejunal ulcer
diagnosis,Diagnosis ICD-10,K29.%,K29.%,Gastritis and duodenitis
diagnosis,Diagnosis ICD-10,K29.0,K29.0,Acute haemorrhagic gastritis
diagnosis,Diagnosis ICD-10,K29.1,K29.1,Other acute gastritis
diagnosis,Diagnosis ICD-10,K29.2,K29.2,Alcoholic gastritis
diagnosis,Diagnosis ICD-10,K29.3,K29.3,Chronic superficial gastritis
diagnosis,Diagnosis ICD-10,K29.4,K29.4,Chronic atrophic gastritis
diagnosis,Diagnosis ICD-10,K29.5,K29.5,"Chronic gastritis, unspecified"
diagnosis,Diagnosis ICD-10,K29.6,K29.6,Other gastritis
diagnosis,Diagnosis ICD-10,K29.7,K29.7,"Gastritis, unspecified"
diagnosis,Diagnosis ICD-10,K29.8,K29.8,Duodenitis
diagnosis,Diagnosis ICD-10,K29.9,K29.9,"Gastroduodenitis, unspecified"
diagnosis,Diagnosis ICD-10,K29,K29,Gastritis and duodenitis
diagnosis,Diagnosis ICD-10,K30,K30,Functional dyspepsia
diagnosis,Diagnosis ICD-10,K31.%,K31.%,Other diseases of stomach and duodenum
diagnosis,Diagnosis ICD-10,K31.0,K31.0,Acute dilatation of stomach
diagnosis,Diagnosis ICD-10,K31.1,K31.1,Adult hypertrophic pyloric stenosis
diagnosis,Diagnosis ICD-10,K31.2,K31.2,Hourglass stricture and stenosis of stomach
diagnosis,Diagnosis ICD-10,K31.3,K31.3,"Pylorospasm, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K31.4,K31.4,Gastric diverticulum
diagnosis,Diagnosis ICD-10,K31.5,K31.5,Obstruction of duodenum
diagnosis,Diagnosis ICD-10,K31.6,K31.6,Fistula of stomach and duodenum
diagnosis,Diagnosis ICD-10,K31.7,K31.7,Polyp of stomach and duodenum
diagnosis,Diagnosis ICD-10,K31.8,K31.8,Other specified diseases of stomach and duodenum
diagnosis,Diagnosis ICD-10,K31.9,K31.9,"Disease of stomach and duodenum, unspecified"
diagnosis,Diagnosis ICD-10,K31,K31,Other diseases of stomach and duodenum
diagnosis,Diagnosis ICD-10,K35.%,K35.%,Acute appendicitis
diagnosis,Diagnosis ICD-10,K35.2,K35.2,Acute appendicitis with generalized peritonitis
diagnosis,Diagnosis ICD-10,K35.3,K35.3,Acute appendicitis with localized peritonitis
diagnosis,Diagnosis ICD-10,K35.8,K35.8,"Acute appendicitis, other and unspecified"
diagnosis,Diagnosis ICD-10,K35,K35,Acute appendicitis
diagnosis,Diagnosis ICD-10,K36,K36,Other appendicitis
diagnosis,Diagnosis ICD-10,K37,K37,Unspecified appendicitis
diagnosis,Diagnosis ICD-10,K38.%,K38.%,Other diseases of appendix
diagnosis,Diagnosis ICD-10,K38.0,K38.0,Hyperplasia of appendix
diagnosis,Diagnosis ICD-10,K38.1,K38.1,Appendicular concretions
diagnosis,Diagnosis ICD-10,K38.2,K38.2,Diverticulum of appendix
diagnosis,Diagnosis ICD-10,K38.3,K38.3,Fistula of appendix
diagnosis,Diagnosis ICD-10,K38.8,K38.8,Other specified diseases of appendix
diagnosis,Diagnosis ICD-10,K38.9,K38.9,"Disease of appendix, unspecified"
diagnosis,Diagnosis ICD-10,K38,K38,Other diseases of appendix
diagnosis,Diagnosis ICD-10,K40.%,K40.%,Inguinal hernia
diagnosis,Diagnosis ICD-10,K40.0,K40.0,"Bilateral inguinal hernia, with obstruction, without gangrene"
diagnosis,Diagnosis ICD-10,K40.1,K40.1,"Bilateral inguinal hernia, with gangrene"
diagnosis,Diagnosis ICD-10,K40.2,K40.2,"Bilateral inguinal hernia, without obstruction or gangrene"
diagnosis,Diagnosis ICD-10,K40.3,K40.3,"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene"
diagnosis,Diagnosis ICD-10,K40.4,K40.4,"Unilateral or unspecified inguinal hernia, with gangrene"
diagnosis,Diagnosis ICD-10,K40.9,K40.9,"Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
diagnosis,Diagnosis ICD-10,K40,K40,Inguinal hernia
diagnosis,Diagnosis ICD-10,K41.%,K41.%,Femoral hernia
diagnosis,Diagnosis ICD-10,K41.0,K41.0,"Bilateral femoral hernia, with obstruction, without gangrene"
diagnosis,Diagnosis ICD-10,K41.1,K41.1,"Bilateral femoral hernia, with gangrene"
diagnosis,Diagnosis ICD-10,K41.2,K41.2,"Bilateral femoral hernia, without obstruction or gangrene"
diagnosis,Diagnosis ICD-10,K41.3,K41.3,"Unilateral or unspecified femoral hernia, with obstruction, without gangrene"
diagnosis,Diagnosis ICD-10,K41.4,K41.4,"Unilateral or unspecified femoral hernia, with gangrene"
diagnosis,Diagnosis ICD-10,K41.9,K41.9,"Unilateral or unspecified femoral hernia, without obstruction or gangrene"
diagnosis,Diagnosis ICD-10,K41,K41,Femoral hernia
diagnosis,Diagnosis ICD-10,K42.%,K42.%,Umbilical hernia
diagnosis,Diagnosis ICD-10,K42.0,K42.0,"Umbilical hernia with obstruction, without gangrene"
diagnosis,Diagnosis ICD-10,K42.1,K42.1,Umbilical hernia with gangrene
diagnosis,Diagnosis ICD-10,K42.9,K42.9,Umbilical hernia without obstruction or gangrene
diagnosis,Diagnosis ICD-10,K42,K42,Umbilical hernia
diagnosis,Diagnosis ICD-10,K43.%,K43.%,Ventral hernia
diagnosis,Diagnosis ICD-10,K43.0,K43.0,"Incisional hernia with obstruction, without gangrene"
diagnosis,Diagnosis ICD-10,K43.1,K43.1,Incisional hernia with gangrene
diagnosis,Diagnosis ICD-10,K43.2,K43.2,Incisional hernia without obstruction or gangrene
diagnosis,Diagnosis ICD-10,K43.3,K43.3,"Parastomal hernia with obstruction, without gangrene"
diagnosis,Diagnosis ICD-10,K43.4,K43.4,Parastomal hernia with gangrene
diagnosis,Diagnosis ICD-10,K43.5,K43.5,Parastomal hernia without obstruction or gangrene
diagnosis,Diagnosis ICD-10,K43.6,K43.6,Other and unspecified ventral hernia with obstruction without gangrene
diagnosis,Diagnosis ICD-10,K43.7,K43.7,Other and unspecified ventral hernia with gangrene
diagnosis,Diagnosis ICD-10,K43.9,K43.9,Other and unspecified ventral hernia without obstruction or gangrene
diagnosis,Diagnosis ICD-10,K43,K43,Ventral hernia
diagnosis,Diagnosis ICD-10,K44.%,K44.%,Diaphragmatic hernia
diagnosis,Diagnosis ICD-10,K44.0,K44.0,"Diaphragmatic hernia with obstruction, without gangrene"
diagnosis,Diagnosis ICD-10,K44.1,K44.1,Diaphragmatic hernia with gangrene
diagnosis,Diagnosis ICD-10,K44.9,K44.9,Diaphragmatic hernia without obstruction or gangrene
diagnosis,Diagnosis ICD-10,K44,K44,Diaphragmatic hernia
diagnosis,Diagnosis ICD-10,K45.%,K45.%,Other abdominal hernia
diagnosis,Diagnosis ICD-10,K45.0,K45.0,"Other specified abdominal hernia with obstruction, without gangrene"
diagnosis,Diagnosis ICD-10,K45.1,K45.1,Other specified abdominal hernia with gangrene
diagnosis,Diagnosis ICD-10,K45.8,K45.8,Other specified abdominal hernia without obstruction or gangrene
diagnosis,Diagnosis ICD-10,K45,K45,Other abdominal hernia
diagnosis,Diagnosis ICD-10,K46.%,K46.%,Unspecified abdominal hernia
diagnosis,Diagnosis ICD-10,K46.0,K46.0,"Unspecified abdominal hernia with obstruction, without gangrene"
diagnosis,Diagnosis ICD-10,K46.1,K46.1,Unspecified abdominal hernia with gangrene
diagnosis,Diagnosis ICD-10,K46.9,K46.9,Unspecified abdominal hernia without obstruction or gangrene
diagnosis,Diagnosis ICD-10,K46,K46,Unspecified abdominal hernia
diagnosis,Diagnosis ICD-10,K50.%,K50.%,Crohn disease [regional enteritis]
diagnosis,Diagnosis ICD-10,K50.0,K50.0,Crohn disease of small intestine
diagnosis,Diagnosis ICD-10,K50.1,K50.1,Crohn disease of large intestine
diagnosis,Diagnosis ICD-10,K50.8,K50.8,Other Crohn disease
diagnosis,Diagnosis ICD-10,K50.9,K50.9,"Crohn disease, unspecified"
diagnosis,Diagnosis ICD-10,K50,K50,Crohn disease [regional enteritis]
diagnosis,Diagnosis ICD-10,K51.%,K51.%,Ulcerative colitis
diagnosis,Diagnosis ICD-10,K51.0,K51.0,Ulcerative (chronic) pancolitis
diagnosis,Diagnosis ICD-10,K51.2,K51.2,Ulcerative (chronic) proctitis
diagnosis,Diagnosis ICD-10,K51.3,K51.3,Ulcerative (chronic) rectosigmoiditis
diagnosis,Diagnosis ICD-10,K51.4,K51.4,Inflammatory polyps
diagnosis,Diagnosis ICD-10,K51.5,K51.5,Left sided colitis
diagnosis,Diagnosis ICD-10,K51.8,K51.8,Other ulcerative colitis
diagnosis,Diagnosis ICD-10,K51.9,K51.9,"Ulcerative colitis, unspecified"
diagnosis,Diagnosis ICD-10,K51,K51,Ulcerative colitis
diagnosis,Diagnosis ICD-10,K52.%,K52.%,Other noninfective gastroenteritis and colitis
diagnosis,Diagnosis ICD-10,K52.0,K52.0,Gastroenteritis and colitis due to radiation
diagnosis,Diagnosis ICD-10,K52.1,K52.1,Toxic gastroenteritis and colitis
diagnosis,Diagnosis ICD-10,K52.2,K52.2,Allergic and dietetic gastroenteritis and colitis
diagnosis,Diagnosis ICD-10,K52.3,K52.3,Indeterminate colitis
diagnosis,Diagnosis ICD-10,K52.8,K52.8,Other specified noninfective gastroenteritis and colitis
diagnosis,Diagnosis ICD-10,K52.9,K52.9,"Noninfective gastroenteritis and colitis, unspecified"
diagnosis,Diagnosis ICD-10,K52,K52,Other noninfective gastroenteritis and colitis
diagnosis,Diagnosis ICD-10,K55.%,K55.%,Vascular disorders of intestine
diagnosis,Diagnosis ICD-10,K55.0,K55.0,Acute vascular disorders of intestine
diagnosis,Diagnosis ICD-10,K55.1,K55.1,Chronic vascular disorders of intestine
diagnosis,Diagnosis ICD-10,K55.2,K55.2,Angiodysplasia of colon
diagnosis,Diagnosis ICD-10,K55.3,K55.3,Angiodysplasia of small intestine
diagnosis,Diagnosis ICD-10,K55.8,K55.8,Other vascular disorders of intestine
diagnosis,Diagnosis ICD-10,K55.9,K55.9,"Vascular disorder of intestine, unspecified"
diagnosis,Diagnosis ICD-10,K55,K55,Vascular disorders of intestine
diagnosis,Diagnosis ICD-10,K56.%,K56.%,Paralytic ileus and intestinal obstruction without hernia
diagnosis,Diagnosis ICD-10,K56.0,K56.0,Paralytic ileus
diagnosis,Diagnosis ICD-10,K56.1,K56.1,Intussusception
diagnosis,Diagnosis ICD-10,K56.2,K56.2,Volvulus
diagnosis,Diagnosis ICD-10,K56.3,K56.3,Gallstone ileus
diagnosis,Diagnosis ICD-10,K56.4,K56.4,Other impaction of intestine
diagnosis,Diagnosis ICD-10,K56.5,K56.5,Intestinal adhesions [bands] with obstruction
diagnosis,Diagnosis ICD-10,K56.6,K56.6,Other and unspecified intestinal obstruction
diagnosis,Diagnosis ICD-10,K56.7,K56.7,"Ileus, unspecified"
diagnosis,Diagnosis ICD-10,K56,K56,Paralytic ileus and intestinal obstruction without hernia
diagnosis,Diagnosis ICD-10,K57.%,K57.%,Diverticular disease of intestine
diagnosis,Diagnosis ICD-10,K57.0,K57.0,Diverticular disease of small intestine with perforation and abscess
diagnosis,Diagnosis ICD-10,K57.1,K57.1,Diverticular disease of small intestine without perforation or abscess
diagnosis,Diagnosis ICD-10,K57.2,K57.2,Diverticular disease of large intestine with perforation and abscess
diagnosis,Diagnosis ICD-10,K57.3,K57.3,Diverticular disease of large intestine without perforation or abscess
diagnosis,Diagnosis ICD-10,K57.4,K57.4,Diverticular disease of both small and large intestine with perforation and abscess
diagnosis,Diagnosis ICD-10,K57.5,K57.5,Diverticular disease of both small and large intestine without perforation or abscess
diagnosis,Diagnosis ICD-10,K57.8,K57.8,"Diverticular disease of intestine, part unspecified, with perforation and abscess"
diagnosis,Diagnosis ICD-10,K57.9,K57.9,"Diverticular disease of intestine, part unspecified, without perforation or abscess"
diagnosis,Diagnosis ICD-10,K57,K57,Diverticular disease of intestine
diagnosis,Diagnosis ICD-10,K58.%,K58.%,Irritable bowel syndrome
diagnosis,Diagnosis ICD-10,K58.1,K58.1,Irritable bowel syndrome with predominant diarrhoea [IBS-D]
diagnosis,Diagnosis ICD-10,K58.2,K58.2,Irritable bowel syndrome with predominant constipation [IBS-C]
diagnosis,Diagnosis ICD-10,K58.3,K58.3,Irritable bowel syndrome with mixed bowel habits [IBS-M]
diagnosis,Diagnosis ICD-10,K58.8,K58.8,Other and unspecified irritable bowel syndrome
diagnosis,Diagnosis ICD-10,K58,K58,Irritable bowel syndrome
diagnosis,Diagnosis ICD-10,K59.%,K59.%,Other functional intestinal disorders
diagnosis,Diagnosis ICD-10,K59.0,K59.0,Constipation
diagnosis,Diagnosis ICD-10,K59.1,K59.1,Functional diarrhoea
diagnosis,Diagnosis ICD-10,K59.2,K59.2,"Neurogenic bowel, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K59.3,K59.3,"Megacolon, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K59.4,K59.4,Anal spasm
diagnosis,Diagnosis ICD-10,K59.8,K59.8,Other specified functional intestinal disorders
diagnosis,Diagnosis ICD-10,K59.9,K59.9,"Functional intestinal disorder, unspecified"
diagnosis,Diagnosis ICD-10,K59,K59,Other functional intestinal disorders
diagnosis,Diagnosis ICD-10,K60.%,K60.%,Fissure and fistula of anal and rectal regions
diagnosis,Diagnosis ICD-10,K60.0,K60.0,Acute anal fissure
diagnosis,Diagnosis ICD-10,K60.1,K60.1,Chronic anal fissure
diagnosis,Diagnosis ICD-10,K60.2,K60.2,"Anal fissure, unspecified"
diagnosis,Diagnosis ICD-10,K60.3,K60.3,Anal fistula
diagnosis,Diagnosis ICD-10,K60.4,K60.4,Rectal fistula
diagnosis,Diagnosis ICD-10,K60.5,K60.5,Anorectal fistula
diagnosis,Diagnosis ICD-10,K60,K60,Fissure and fistula of anal and rectal regions
diagnosis,Diagnosis ICD-10,K61.%,K61.%,Abscess of anal and rectal regions
diagnosis,Diagnosis ICD-10,K61.0,K61.0,Anal abscess
diagnosis,Diagnosis ICD-10,K61.1,K61.1,Rectal abscess
diagnosis,Diagnosis ICD-10,K61.2,K61.2,Anorectal abscess
diagnosis,Diagnosis ICD-10,K61.3,K61.3,Ischiorectal abscess
diagnosis,Diagnosis ICD-10,K61.4,K61.4,Intrasphincteric abscess
diagnosis,Diagnosis ICD-10,K61,K61,Abscess of anal and rectal regions
diagnosis,Diagnosis ICD-10,K62.%,K62.%,Other diseases of anus and rectum
diagnosis,Diagnosis ICD-10,K62.0,K62.0,Anal polyp
diagnosis,Diagnosis ICD-10,K62.1,K62.1,Rectal polyp
diagnosis,Diagnosis ICD-10,K62.2,K62.2,Anal prolapse
diagnosis,Diagnosis ICD-10,K62.3,K62.3,Rectal prolapse
diagnosis,Diagnosis ICD-10,K62.4,K62.4,Stenosis of anus and rectum
diagnosis,Diagnosis ICD-10,K62.5,K62.5,Haemorrhage of anus and rectum
diagnosis,Diagnosis ICD-10,K62.6,K62.6,Ulcer of anus and rectum
diagnosis,Diagnosis ICD-10,K62.7,K62.7,Radiation proctitis
diagnosis,Diagnosis ICD-10,K62.8,K62.8,Other specified diseases of anus and rectum
diagnosis,Diagnosis ICD-10,K62.9,K62.9,"Disease of anus and rectum, unspecified"
diagnosis,Diagnosis ICD-10,K62,K62,Other diseases of anus and rectum
diagnosis,Diagnosis ICD-10,K63.%,K63.%,Other diseases of intestine
diagnosis,Diagnosis ICD-10,K63.0,K63.0,Abscess of intestine
diagnosis,Diagnosis ICD-10,K63.1,K63.1,Perforation of intestine (nontraumatic)
diagnosis,Diagnosis ICD-10,K63.2,K63.2,Fistula of intestine
diagnosis,Diagnosis ICD-10,K63.3,K63.3,Ulcer of intestine
diagnosis,Diagnosis ICD-10,K63.4,K63.4,Enteroptosis
diagnosis,Diagnosis ICD-10,K63.5,K63.5,Polyp of colon
diagnosis,Diagnosis ICD-10,K63.8,K63.8,Other specified diseases of intestine
diagnosis,Diagnosis ICD-10,K63.9,K63.9,"Disease of intestine, unspecified"
diagnosis,Diagnosis ICD-10,K63,K63,Other diseases of intestine
diagnosis,Diagnosis ICD-10,K64.%,K64.%,Haemorrhoids and perianal venous thrombosis
diagnosis,Diagnosis ICD-10,K64.0,K64.0,First degree haemorrhoids
diagnosis,Diagnosis ICD-10,K64.1,K64.1,Second degree haemorrhoids
diagnosis,Diagnosis ICD-10,K64.2,K64.2,Third degree haemorrhoids
diagnosis,Diagnosis ICD-10,K64.3,K64.3,Fourth degree haemorrhoids
diagnosis,Diagnosis ICD-10,K64.4,K64.4,Residual haemorrhoidal skin tags
diagnosis,Diagnosis ICD-10,K64.5,K64.5,Perianal venous thrombosis
diagnosis,Diagnosis ICD-10,K64.8,K64.8,Other specified haemorrhoids
diagnosis,Diagnosis ICD-10,K64.9,K64.9,"Haemorrhoids, unspecified"
diagnosis,Diagnosis ICD-10,K64,K64,Haemorrhoids and perianal venous thrombosis
diagnosis,Diagnosis ICD-10,K65.%,K65.%,Peritonitis
diagnosis,Diagnosis ICD-10,K65.0,K65.0,Acute peritonitis
diagnosis,Diagnosis ICD-10,K65.8,K65.8,Other peritonitis
diagnosis,Diagnosis ICD-10,K65.9,K65.9,"Peritonitis, unspecified"
diagnosis,Diagnosis ICD-10,K65,K65,Peritonitis
diagnosis,Diagnosis ICD-10,K66.%,K66.%,Other disorders of peritoneum
diagnosis,Diagnosis ICD-10,K66.0,K66.0,Peritoneal adhesions
diagnosis,Diagnosis ICD-10,K66.1,K66.1,Haemoperitoneum
diagnosis,Diagnosis ICD-10,K66.2,K66.2,Retroperitoneal fibrosis
diagnosis,Diagnosis ICD-10,K66.8,K66.8,Other specified disorders of peritoneum
diagnosis,Diagnosis ICD-10,K66.9,K66.9,"Disorder of peritoneum, unspecified"
diagnosis,Diagnosis ICD-10,K66,K66,Other disorders of peritoneum
diagnosis,Diagnosis ICD-10,K70.%,K70.%,Alcoholic liver disease
diagnosis,Diagnosis ICD-10,K70.0,K70.0,Alcoholic fatty liver
diagnosis,Diagnosis ICD-10,K70.1,K70.1,Alcoholic hepatitis
diagnosis,Diagnosis ICD-10,K70.2,K70.2,Alcoholic fibrosis and sclerosis of liver
diagnosis,Diagnosis ICD-10,K70.3,K70.3,Alcoholic cirrhosis of liver
diagnosis,Diagnosis ICD-10,K70.4,K70.4,Alcoholic hepatic failure
diagnosis,Diagnosis ICD-10,K70.9,K70.9,"Alcoholic liver disease, unspecified"
diagnosis,Diagnosis ICD-10,K70,K70,Alcoholic liver disease
diagnosis,Diagnosis ICD-10,K71.%,K71.%,Toxic liver disease
diagnosis,Diagnosis ICD-10,K71.0,K71.0,Toxic liver disease with cholestasis
diagnosis,Diagnosis ICD-10,K71.1,K71.1,Toxic liver disease with hepatic necrosis
diagnosis,Diagnosis ICD-10,K71.2,K71.2,Toxic liver disease with acute hepatitis
diagnosis,Diagnosis ICD-10,K71.3,K71.3,Toxic liver disease with chronic persistent hepatitis
diagnosis,Diagnosis ICD-10,K71.4,K71.4,Toxic liver disease with chronic lobular hepatitis
diagnosis,Diagnosis ICD-10,K71.5,K71.5,Toxic liver disease with chronic active hepatitis
diagnosis,Diagnosis ICD-10,K71.6,K71.6,"Toxic liver disease with hepatitis, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K71.7,K71.7,Toxic liver disease with fibrosis and cirrhosis of liver
diagnosis,Diagnosis ICD-10,K71.8,K71.8,Toxic liver disease with other disorders of liver
diagnosis,Diagnosis ICD-10,K71.9,K71.9,"Toxic liver disease, unspecified"
diagnosis,Diagnosis ICD-10,K71,K71,Toxic liver disease
diagnosis,Diagnosis ICD-10,K72.%,K72.%,"Hepatic failure, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K72.0,K72.0,Acute and subacute hepatic failure
diagnosis,Diagnosis ICD-10,K72.1,K72.1,Chronic hepatic failure
diagnosis,Diagnosis ICD-10,K72.9,K72.9,"Hepatic failure, unspecified"
diagnosis,Diagnosis ICD-10,K72,K72,"Hepatic failure, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K73.%,K73.%,"Chronic hepatitis, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K73.0,K73.0,"Chronic persistent hepatitis, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K73.1,K73.1,"Chronic lobular hepatitis, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K73.2,K73.2,"Chronic active hepatitis, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K73.8,K73.8,"Other chronic hepatitis, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K73.9,K73.9,"Chronic hepatitis, unspecified"
diagnosis,Diagnosis ICD-10,K73,K73,"Chronic hepatitis, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K74.%,K74.%,Fibrosis and cirrhosis of liver
diagnosis,Diagnosis ICD-10,K74.0,K74.0,Hepatic fibrosis
diagnosis,Diagnosis ICD-10,K74.1,K74.1,Hepatic sclerosis
diagnosis,Diagnosis ICD-10,K74.2,K74.2,Hepatic fibrosis with hepatic sclerosis
diagnosis,Diagnosis ICD-10,K74.3,K74.3,Primary biliary cirrhosis
diagnosis,Diagnosis ICD-10,K74.4,K74.4,Secondary biliary cirrhosis
diagnosis,Diagnosis ICD-10,K74.5,K74.5,"Biliary cirrhosis, unspecified"
diagnosis,Diagnosis ICD-10,K74.6,K74.6,Other and unspecified cirrhosis of liver
diagnosis,Diagnosis ICD-10,K74,K74,Fibrosis and cirrhosis of liver
diagnosis,Diagnosis ICD-10,K75.%,K75.%,Other inflammatory liver diseases
diagnosis,Diagnosis ICD-10,K75.0,K75.0,Abscess of liver
diagnosis,Diagnosis ICD-10,K75.1,K75.1,Phlebitis of portal vein
diagnosis,Diagnosis ICD-10,K75.2,K75.2,Nonspecific reactive hepatitis
diagnosis,Diagnosis ICD-10,K75.3,K75.3,"Granulomatous hepatitis, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K75.4,K75.4,Autoimmune hepatitis
diagnosis,Diagnosis ICD-10,K75.8,K75.8,Other specified inflammatory liver diseases
diagnosis,Diagnosis ICD-10,K75.9,K75.9,"Inflammatory liver disease, unspecified"
diagnosis,Diagnosis ICD-10,K75,K75,Other inflammatory liver diseases
diagnosis,Diagnosis ICD-10,K76.%,K76.%,Other diseases of liver
diagnosis,Diagnosis ICD-10,K76.0,K76.0,"Fatty (change of) liver, not elsewhere classified"
diagnosis,Diagnosis ICD-10,K76.1,K76.1,Chronic passive congestion of liver
diagnosis,Diagnosis ICD-10,K76.2,K76.2,Central haemorrhagic necrosis of liver
diagnosis,Diagnosis ICD-10,K76.3,K76.3,Infarction of liver
diagnosis,Diagnosis ICD-10,K76.4,K76.4,Peliosis hepatis
diagnosis,Diagnosis ICD-10,K76.5,K76.5,Hepatic veno-occlusive disease
diagnosis,Diagnosis ICD-10,K76.6,K76.6,Portal hypertension
diagnosis,Diagnosis ICD-10,K76.7,K76.7,Hepatorenal syndrome
diagnosis,Diagnosis ICD-10,K76.8,K76.8,Other specified diseases of liver
diagnosis,Diagnosis ICD-10,K76.9,K76.9,"Liver disease, unspecified"
diagnosis,Diagnosis ICD-10,K76,K76,Other diseases of liver
diagnosis,Diagnosis ICD-10,K80.%,K80.%,Cholelithiasis
diagnosis,Diagnosis ICD-10,K80.0,K80.0,Calculus of gallbladder with acute cholecystitis
diagnosis,Diagnosis ICD-10,K80.1,K80.1,Calculus of gallbladder with other cholecystitis
diagnosis,Diagnosis ICD-10,K80.2,K80.2,Calculus of gallbladder without cholecystitis
diagnosis,Diagnosis ICD-10,K80.3,K80.3,Calculus of bile duct with cholangitis
diagnosis,Diagnosis ICD-10,K80.4,K80.4,Calculus of bile duct with cholecystitis
diagnosis,Diagnosis ICD-10,K80.5,K80.5,Calculus of bile duct without cholangitis or cholecystitis
diagnosis,Diagnosis ICD-10,K80.8,K80.8,Other cholelithiasis
diagnosis,Diagnosis ICD-10,K80,K80,Cholelithiasis
diagnosis,Diagnosis ICD-10,K81.%,K81.%,Cholecystitis
diagnosis,Diagnosis ICD-10,K81.0,K81.0,Acute cholecystitis
diagnosis,Diagnosis ICD-10,K81.1,K81.1,Chronic cholecystitis
diagnosis,Diagnosis ICD-10,K81.8,K81.8,Other cholecystitis
diagnosis,Diagnosis ICD-10,K81.9,K81.9,"Cholecystitis, unspecified"
diagnosis,Diagnosis ICD-10,K81,K81,Cholecystitis
diagnosis,Diagnosis ICD-10,K82.%,K82.%,Other diseases of gallbladder
diagnosis,Diagnosis ICD-10,K82.0,K82.0,Obstruction of gallbladder
diagnosis,Diagnosis ICD-10,K82.1,K82.1,Hydrops of gallbladder
